,Sample_ID,SampleDate,Genus_type,Measured_number,Length_um,Width1_um,Width2_um,Diameter_col_um,Diameter_cell_um,Size_cat
725,20210809-36-873,8/9/2021,Merismopedia,N5,NA,NA,NA,NA,1.25,
726,20210809-36-873,8/9/2021,Merismopedia,N6,NA,NA,NA,NA,1.25,
727,20210809-36-873,8/9/2021,Merismopedia,N7,NA,NA,NA,NA,1.25,
728,20210809-36-873,8/9/2021,Merismopedia,N8,NA,NA,NA,NA,1.25,
729,20210809-36-873,8/9/2021,Merismopedia,N9,NA,NA,NA,NA,1.25,
730,20210809-36-873,8/9/2021,Merismopedia,N10,NA,NA,NA,NA,1.25,
731,20210809-36-873,8/9/2021,Merismopedia,N11,NA,NA,NA,NA,1.25,
732,20210809-36-873,8/9/2021,Merismopedia,N12,NA,NA,NA,NA,NA,
733,20210809-36-873,8/9/2021,Merismopedia,N13,NA,NA,NA,NA,NA,
734,20210809-36-873,8/9/2021,Merismopedia,N14,NA,NA,NA,NA,NA,
735,20210809-36-873,8/9/2021,Merismopedia,N15,NA,NA,NA,NA,NA,
736,20210809-36-873,8/9/2021,Merismopedia,N16,NA,NA,NA,NA,NA,
737,20210809-36-873,8/9/2021,Merismopedia,N17,NA,NA,NA,NA,NA,
738,20210809-36-873,8/9/2021,Merismopedia,N18,NA,NA,NA,NA,NA,
739,20210809-36-873,8/9/2021,Merismopedia,N19,NA,NA,NA,NA,NA,
740,20210809-36-873,8/9/2021,Merismopedia,N20,NA,NA,NA,NA,NA,
741,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N1,NA,NA,NA,9.9,1.1,
742,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N2,NA,NA,NA,47.7,1.26,
743,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N3,NA,NA,NA,45.6,1.8,
744,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N4,NA,NA,NA,9,1.41,
745,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N5,NA,NA,NA,18.3,1.45,
746,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N6,NA,NA,NA,28.4,1.87,
747,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N7,NA,NA,NA,10.5,1.36,
748,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N8,NA,NA,NA,12.9,1.61,
749,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N9,NA,NA,NA,42.6,1.36,
750,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N10,NA,NA,NA,15.4,1.28,
751,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N11,NA,NA,NA,NA,NA,
752,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N12,NA,NA,NA,NA,NA,
753,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N13,NA,NA,NA,NA,NA,
754,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N14,NA,NA,NA,NA,NA,
755,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N15,NA,NA,NA,NA,NA,
756,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N16,NA,NA,NA,NA,NA,
757,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N17,NA,NA,NA,NA,NA,
758,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N18,NA,NA,NA,NA,NA,
759,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N19,NA,NA,NA,NA,NA,
760,20210809-36-873,8/9/2021,Microcystis_sm_celled_by_col,N20,NA,NA,NA,NA,NA,
761,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N1,NA,NA,NA,NA,NA,
762,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N2,NA,NA,NA,NA,NA,
763,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N3,NA,NA,NA,NA,NA,
764,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N4,NA,NA,NA,NA,NA,
765,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N5,NA,NA,NA,NA,NA,
766,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N6,NA,NA,NA,NA,NA,
767,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N7,NA,NA,NA,NA,NA,
768,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N8,NA,NA,NA,NA,NA,
769,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N9,NA,NA,NA,NA,NA,
770,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N10,NA,NA,NA,NA,NA,
771,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N11,NA,NA,NA,NA,NA,
772,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N12,NA,NA,NA,NA,NA,
773,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N13,NA,NA,NA,NA,NA,
774,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N14,NA,NA,NA,NA,NA,
775,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N15,NA,NA,NA,NA,NA,
776,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N16,NA,NA,NA,NA,NA,
777,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N17,NA,NA,NA,NA,NA,
778,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N18,NA,NA,NA,NA,NA,
779,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N19,NA,NA,NA,NA,NA,
780,20210809-36-873,8/9/2021,Microcystis_lg_celled_by_col,N20,NA,NA,NA,NA,NA,
781,20210809-36-873,8/9/2021,Gymnodinium,N1,NA,NA,NA,NA,NA,
782,20210809-36-873,8/9/2021,Gymnodinium,N2,NA,NA,NA,NA,NA,
783,20210809-36-873,8/9/2021,Gymnodinium,N3,NA,NA,NA,NA,NA,
784,20210809-36-873,8/9/2021,Gymnodinium,N4,NA,NA,NA,NA,NA,
785,20210809-36-873,8/9/2021,Gymnodinium,N5,NA,NA,NA,NA,NA,
786,20210809-36-873,8/9/2021,Gymnodinium,N6,NA,NA,NA,NA,NA,
787,20210809-36-873,8/9/2021,Gymnodinium,N7,NA,NA,NA,NA,NA,
788,20210809-36-873,8/9/2021,Gymnodinium,N8,NA,NA,NA,NA,NA,
789,20210809-36-873,8/9/2021,Gymnodinium,N9,NA,NA,NA,NA,NA,
790,20210809-36-873,8/9/2021,Gymnodinium,N10,NA,NA,NA,NA,NA,
791,20210809-36-873,8/9/2021,Gymnodinium,N11,NA,NA,NA,NA,NA,
792,20210809-36-873,8/9/2021,Gymnodinium,N12,NA,NA,NA,NA,NA,
793,20210809-36-873,8/9/2021,Gymnodinium,N13,NA,NA,NA,NA,NA,
794,20210809-36-873,8/9/2021,Gymnodinium,N14,NA,NA,NA,NA,NA,
795,20210809-36-873,8/9/2021,Gymnodinium,N15,NA,NA,NA,NA,NA,
796,20210809-36-873,8/9/2021,Gymnodinium,N16,NA,NA,NA,NA,NA,
797,20210809-36-873,8/9/2021,Gymnodinium,N17,NA,NA,NA,NA,NA,
798,20210809-36-873,8/9/2021,Gymnodinium,N18,NA,NA,NA,NA,NA,
799,20210809-36-873,8/9/2021,Gymnodinium,N19,NA,NA,NA,NA,NA,
800,20210809-36-873,8/9/2021,Gymnodinium,N20,NA,NA,NA,NA,NA,
801,20210809-36-873,8/9/2021,Peridinium,N1,NA,NA,NA,NA,NA,
802,20210809-36-873,8/9/2021,Peridinium,N2,NA,NA,NA,NA,NA,
803,20210809-36-873,8/9/2021,Peridinium,N3,NA,NA,NA,NA,NA,
804,20210809-36-873,8/9/2021,Peridinium,N4,NA,NA,NA,NA,NA,
805,20210809-36-873,8/9/2021,Peridinium,N5,NA,NA,NA,NA,NA,
806,20210809-36-873,8/9/2021,Peridinium,N6,NA,NA,NA,NA,NA,
807,20210809-36-873,8/9/2021,Peridinium,N7,NA,NA,NA,NA,NA,
808,20210809-36-873,8/9/2021,Peridinium,N8,NA,NA,NA,NA,NA,
809,20210809-36-873,8/9/2021,Peridinium,N9,NA,NA,NA,NA,NA,
810,20210809-36-873,8/9/2021,Peridinium,N10,NA,NA,NA,NA,NA,
811,20210809-36-873,8/9/2021,Peridinium,N11,NA,NA,NA,NA,NA,
812,20210809-36-873,8/9/2021,Peridinium,N12,NA,NA,NA,NA,NA,
813,20210809-36-873,8/9/2021,Peridinium,N13,NA,NA,NA,NA,NA,
814,20210809-36-873,8/9/2021,Peridinium,N14,NA,NA,NA,NA,NA,
815,20210809-36-873,8/9/2021,Peridinium,N15,NA,NA,NA,NA,NA,
816,20210809-36-873,8/9/2021,Peridinium,N16,NA,NA,NA,NA,NA,
817,20210809-36-873,8/9/2021,Peridinium,N17,NA,NA,NA,NA,NA,
818,20210809-36-873,8/9/2021,Peridinium,N18,NA,NA,NA,NA,NA,
819,20210809-36-873,8/9/2021,Peridinium,N19,NA,NA,NA,NA,NA,
820,20210809-36-873,8/9/2021,Peridinium,N20,NA,NA,NA,NA,NA,
821,20210809-36-873,8/9/2021,Aphanothece,N1,NA,NA,NA,NA,1.25,
822,20210809-36-873,8/9/2021,Aphanothece,N2,NA,NA,NA,NA,1.25,
823,20210809-36-873,8/9/2021,Aphanothece,N3,NA,NA,NA,NA,1.25,
824,20210809-36-873,8/9/2021,Aphanothece,N4,NA,NA,NA,NA,1.25,
825,20210809-36-873,8/9/2021,Aphanothece,N5,NA,NA,NA,NA,1.25,
826,20210809-36-873,8/9/2021,Aphanothece,N6,NA,NA,NA,NA,1.25,
827,20210809-36-873,8/9/2021,Aphanothece,N7,NA,NA,NA,NA,1.25,
828,20210809-36-873,8/9/2021,Aphanothece,N8,NA,NA,NA,NA,1.25,
829,20210809-36-873,8/9/2021,Aphanothece,N9,NA,NA,NA,NA,1.25,
830,20210809-36-873,8/9/2021,Aphanothece,N10,NA,NA,NA,NA,1.25,
831,20210809-36-873,8/9/2021,Aphanothece,N11,NA,NA,NA,NA,1.25,
832,20210809-36-873,8/9/2021,Aphanothece,N12,NA,NA,NA,NA,1.25,
833,20210809-36-873,8/9/2021,Aphanothece,N13,NA,NA,NA,NA,1.25,
834,20210809-36-873,8/9/2021,Aphanothece,N14,NA,NA,NA,NA,1.25,
835,20210809-36-873,8/9/2021,Aphanothece,N15,NA,NA,NA,NA,1.25,
836,20210809-36-873,8/9/2021,Aphanothece,N16,NA,NA,NA,NA,1.25,
837,20210809-36-873,8/9/2021,Aphanothece,N17,NA,NA,NA,NA,1.25,
838,20210809-36-873,8/9/2021,Aphanothece,N18,NA,NA,NA,NA,1.25,
839,20210809-36-873,8/9/2021,Aphanothece,N19,NA,NA,NA,NA,1.25,
840,20210809-36-873,8/9/2021,Aphanothece,N20,NA,NA,NA,NA,1.25,
841,20210809-36-873,8/9/2021,Ceratium,N1,NA,NA,NA,NA,NA,
842,20210809-36-873,8/9/2021,Ceratium,N2,NA,NA,NA,NA,NA,
843,20210809-36-873,8/9/2021,Ceratium,N3,NA,NA,NA,NA,NA,
844,20210809-36-873,8/9/2021,Ceratium,N4,NA,NA,NA,NA,NA,
845,20210809-36-873,8/9/2021,Ceratium,N5,NA,NA,NA,NA,NA,
846,20210809-36-873,8/9/2021,Ceratium,N6,NA,NA,NA,NA,NA,
847,20210809-36-873,8/9/2021,Ceratium,N7,NA,NA,NA,NA,NA,
848,20210809-36-873,8/9/2021,Ceratium,N8,NA,NA,NA,NA,NA,
849,20210809-36-873,8/9/2021,Ceratium,N9,NA,NA,NA,NA,NA,
850,20210809-36-873,8/9/2021,Ceratium,N10,NA,NA,NA,NA,NA,
851,20210809-36-873,8/9/2021,Ceratium,N11,NA,NA,NA,NA,NA,
852,20210809-36-873,8/9/2021,Ceratium,N12,NA,NA,NA,NA,NA,
853,20210809-36-873,8/9/2021,Ceratium,N13,NA,NA,NA,NA,NA,
854,20210809-36-873,8/9/2021,Ceratium,N14,NA,NA,NA,NA,NA,
855,20210809-36-873,8/9/2021,Ceratium,N15,NA,NA,NA,NA,NA,
856,20210809-36-873,8/9/2021,Ceratium,N16,NA,NA,NA,NA,NA,
857,20210809-36-873,8/9/2021,Ceratium,N17,NA,NA,NA,NA,NA,
858,20210809-36-873,8/9/2021,Ceratium,N18,NA,NA,NA,NA,NA,
859,20210809-36-873,8/9/2021,Ceratium,N19,NA,NA,NA,NA,NA,
860,20210809-36-873,8/9/2021,Ceratium,N20,NA,NA,NA,NA,NA,
861,20210809-36-873,8/9/2021,Characium,N1,NA,NA,NA,NA,NA,
862,20210809-36-873,8/9/2021,Characium,N2,NA,NA,NA,NA,NA,
863,20210809-36-873,8/9/2021,Characium,N3,NA,NA,NA,NA,NA,
864,20210809-36-873,8/9/2021,Characium,N4,NA,NA,NA,NA,NA,
865,20210809-36-873,8/9/2021,Characium,N5,NA,NA,NA,NA,NA,
866,20210809-36-873,8/9/2021,Characium,N6,NA,NA,NA,NA,NA,
867,20210809-36-873,8/9/2021,Characium,N7,NA,NA,NA,NA,NA,
868,20210809-36-873,8/9/2021,Characium,N8,NA,NA,NA,NA,NA,
869,20210809-36-873,8/9/2021,Characium,N9,NA,NA,NA,NA,NA,
870,20210809-36-873,8/9/2021,Characium,N10,NA,NA,NA,NA,NA,
871,20210809-36-873,8/9/2021,Characium,N11,NA,NA,NA,NA,NA,
872,20210809-36-873,8/9/2021,Characium,N12,NA,NA,NA,NA,NA,
873,20210809-36-873,8/9/2021,Characium,N13,NA,NA,NA,NA,NA,
874,20210809-36-873,8/9/2021,Characium,N14,NA,NA,NA,NA,NA,
875,20210809-36-873,8/9/2021,Characium,N15,NA,NA,NA,NA,NA,
876,20210809-36-873,8/9/2021,Characium,N16,NA,NA,NA,NA,NA,
877,20210809-36-873,8/9/2021,Characium,N17,NA,NA,NA,NA,NA,
878,20210809-36-873,8/9/2021,Characium,N18,NA,NA,NA,NA,NA,
879,20210809-36-873,8/9/2021,Characium,N19,NA,NA,NA,NA,NA,
880,20210809-36-873,8/9/2021,Characium,N20,NA,NA,NA,NA,NA,
881,20210809-36-873,8/9/2021,Chilomonas,N1,NA,NA,NA,NA,NA,
882,20210809-36-873,8/9/2021,Chilomonas,N2,NA,NA,NA,NA,NA,
883,20210809-36-873,8/9/2021,Chilomonas,N3,NA,NA,NA,NA,NA,
884,20210809-36-873,8/9/2021,Chilomonas,N4,NA,NA,NA,NA,NA,
885,20210809-36-873,8/9/2021,Chilomonas,N5,NA,NA,NA,NA,NA,
886,20210809-36-873,8/9/2021,Chilomonas,N6,NA,NA,NA,NA,NA,
887,20210809-36-873,8/9/2021,Chilomonas,N7,NA,NA,NA,NA,NA,
888,20210809-36-873,8/9/2021,Chilomonas,N8,NA,NA,NA,NA,NA,
889,20210809-36-873,8/9/2021,Chilomonas,N9,NA,NA,NA,NA,NA,
890,20210809-36-873,8/9/2021,Chilomonas,N10,NA,NA,NA,NA,NA,
891,20210809-36-873,8/9/2021,Chilomonas,N11,NA,NA,NA,NA,NA,
892,20210809-36-873,8/9/2021,Chilomonas,N12,NA,NA,NA,NA,NA,
893,20210809-36-873,8/9/2021,Chilomonas,N13,NA,NA,NA,NA,NA,
894,20210809-36-873,8/9/2021,Chilomonas,N14,NA,NA,NA,NA,NA,
895,20210809-36-873,8/9/2021,Chilomonas,N15,NA,NA,NA,NA,NA,
896,20210809-36-873,8/9/2021,Chilomonas,N16,NA,NA,NA,NA,NA,
897,20210809-36-873,8/9/2021,Chilomonas,N17,NA,NA,NA,NA,NA,
898,20210809-36-873,8/9/2021,Chilomonas,N18,NA,NA,NA,NA,NA,
899,20210809-36-873,8/9/2021,Chilomonas,N19,NA,NA,NA,NA,NA,
900,20210809-36-873,8/9/2021,Chilomonas,N20,NA,NA,NA,NA,NA,
901,20210809-36-873,8/9/2021,Closteriopsis,N1,NA,NA,NA,NA,NA,
902,20210809-36-873,8/9/2021,Closteriopsis,N2,NA,NA,NA,NA,NA,
903,20210809-36-873,8/9/2021,Closteriopsis,N3,NA,NA,NA,NA,NA,
904,20210809-36-873,8/9/2021,Closteriopsis,N4,NA,NA,NA,NA,NA,
905,20210809-36-873,8/9/2021,Closteriopsis,N5,NA,NA,NA,NA,NA,
906,20210809-36-873,8/9/2021,Closteriopsis,N6,NA,NA,NA,NA,NA,
907,20210809-36-873,8/9/2021,Closteriopsis,N7,NA,NA,NA,NA,NA,
908,20210809-36-873,8/9/2021,Closteriopsis,N8,NA,NA,NA,NA,NA,
909,20210809-36-873,8/9/2021,Closteriopsis,N9,NA,NA,NA,NA,NA,
910,20210809-36-873,8/9/2021,Closteriopsis,N10,NA,NA,NA,NA,NA,
911,20210809-36-873,8/9/2021,Closteriopsis,N11,NA,NA,NA,NA,NA,
912,20210809-36-873,8/9/2021,Closteriopsis,N12,NA,NA,NA,NA,NA,
913,20210809-36-873,8/9/2021,Closteriopsis,N13,NA,NA,NA,NA,NA,
914,20210809-36-873,8/9/2021,Closteriopsis,N14,NA,NA,NA,NA,NA,
915,20210809-36-873,8/9/2021,Closteriopsis,N15,NA,NA,NA,NA,NA,
916,20210809-36-873,8/9/2021,Closteriopsis,N16,NA,NA,NA,NA,NA,
917,20210809-36-873,8/9/2021,Closteriopsis,N17,NA,NA,NA,NA,NA,
918,20210809-36-873,8/9/2021,Closteriopsis,N18,NA,NA,NA,NA,NA,
919,20210809-36-873,8/9/2021,Closteriopsis,N19,NA,NA,NA,NA,NA,
920,20210809-36-873,8/9/2021,Closteriopsis,N20,NA,NA,NA,NA,NA,
921,20210809-36-873,8/9/2021,Closterium,N1,NA,NA,NA,NA,NA,
922,20210809-36-873,8/9/2021,Closterium,N2,NA,NA,NA,NA,NA,
923,20210809-36-873,8/9/2021,Closterium,N3,NA,NA,NA,NA,NA,
924,20210809-36-873,8/9/2021,Closterium,N4,NA,NA,NA,NA,NA,
925,20210809-36-873,8/9/2021,Closterium,N5,NA,NA,NA,NA,NA,
926,20210809-36-873,8/9/2021,Closterium,N6,NA,NA,NA,NA,NA,
927,20210809-36-873,8/9/2021,Closterium,N7,NA,NA,NA,NA,NA,
928,20210809-36-873,8/9/2021,Closterium,N8,NA,NA,NA,NA,NA,
929,20210809-36-873,8/9/2021,Closterium,N9,NA,NA,NA,NA,NA,
930,20210809-36-873,8/9/2021,Closterium,N10,NA,NA,NA,NA,NA,
931,20210809-36-873,8/9/2021,Closterium,N11,NA,NA,NA,NA,NA,
932,20210809-36-873,8/9/2021,Closterium,N12,NA,NA,NA,NA,NA,
933,20210809-36-873,8/9/2021,Closterium,N13,NA,NA,NA,NA,NA,
934,20210809-36-873,8/9/2021,Closterium,N14,NA,NA,NA,NA,NA,
935,20210809-36-873,8/9/2021,Closterium,N15,NA,NA,NA,NA,NA,
936,20210809-36-873,8/9/2021,Closterium,N16,NA,NA,NA,NA,NA,
937,20210809-36-873,8/9/2021,Closterium,N17,NA,NA,NA,NA,NA,
938,20210809-36-873,8/9/2021,Closterium,N18,NA,NA,NA,NA,NA,
939,20210809-36-873,8/9/2021,Closterium,N19,NA,NA,NA,NA,NA,
940,20210809-36-873,8/9/2021,Closterium,N20,NA,NA,NA,NA,NA,
941,20210809-36-873,8/9/2021,Cocconeis,N1,NA,NA,NA,NA,NA,
942,20210809-36-873,8/9/2021,Cocconeis,N2,NA,NA,NA,NA,NA,
943,20210809-36-873,8/9/2021,Cocconeis,N3,NA,NA,NA,NA,NA,
944,20210809-36-873,8/9/2021,Cocconeis,N4,NA,NA,NA,NA,NA,
945,20210809-36-873,8/9/2021,Cocconeis,N5,NA,NA,NA,NA,NA,
946,20210809-36-873,8/9/2021,Cocconeis,N6,NA,NA,NA,NA,NA,
947,20210809-36-873,8/9/2021,Cocconeis,N7,NA,NA,NA,NA,NA,
948,20210809-36-873,8/9/2021,Cocconeis,N8,NA,NA,NA,NA,NA,
949,20210809-36-873,8/9/2021,Cocconeis,N9,NA,NA,NA,NA,NA,
950,20210809-36-873,8/9/2021,Cocconeis,N10,NA,NA,NA,NA,NA,
951,20210809-36-873,8/9/2021,Cocconeis,N11,NA,NA,NA,NA,NA,
952,20210809-36-873,8/9/2021,Cocconeis,N12,NA,NA,NA,NA,NA,
953,20210809-36-873,8/9/2021,Cocconeis,N13,NA,NA,NA,NA,NA,
954,20210809-36-873,8/9/2021,Cocconeis,N14,NA,NA,NA,NA,NA,
955,20210809-36-873,8/9/2021,Cocconeis,N15,NA,NA,NA,NA,NA,
956,20210809-36-873,8/9/2021,Cocconeis,N16,NA,NA,NA,NA,NA,
957,20210809-36-873,8/9/2021,Cocconeis,N17,NA,NA,NA,NA,NA,
958,20210809-36-873,8/9/2021,Cocconeis,N18,NA,NA,NA,NA,NA,
959,20210809-36-873,8/9/2021,Cocconeis,N19,NA,NA,NA,NA,NA,
960,20210809-36-873,8/9/2021,Cocconeis,N20,NA,NA,NA,NA,NA,
961,20210809-36-873,8/9/2021,Coscinodiscus,N1,NA,NA,NA,NA,NA,
962,20210809-36-873,8/9/2021,Coscinodiscus,N2,NA,NA,NA,NA,NA,
963,20210809-36-873,8/9/2021,Coscinodiscus,N3,NA,NA,NA,NA,NA,
964,20210809-36-873,8/9/2021,Coscinodiscus,N4,NA,NA,NA,NA,NA,
965,20210809-36-873,8/9/2021,Coscinodiscus,N5,NA,NA,NA,NA,NA,
966,20210809-36-873,8/9/2021,Coscinodiscus,N6,NA,NA,NA,NA,NA,
967,20210809-36-873,8/9/2021,Coscinodiscus,N7,NA,NA,NA,NA,NA,
968,20210809-36-873,8/9/2021,Coscinodiscus,N8,NA,NA,NA,NA,NA,
969,20210809-36-873,8/9/2021,Coscinodiscus,N9,NA,NA,NA,NA,NA,
970,20210809-36-873,8/9/2021,Coscinodiscus,N10,NA,NA,NA,NA,NA,
971,20210809-36-873,8/9/2021,Coscinodiscus,N11,NA,NA,NA,NA,NA,
972,20210809-36-873,8/9/2021,Coscinodiscus,N12,NA,NA,NA,NA,NA,
973,20210809-36-873,8/9/2021,Coscinodiscus,N13,NA,NA,NA,NA,NA,
974,20210809-36-873,8/9/2021,Coscinodiscus,N14,NA,NA,NA,NA,NA,
975,20210809-36-873,8/9/2021,Coscinodiscus,N15,NA,NA,NA,NA,NA,
976,20210809-36-873,8/9/2021,Coscinodiscus,N16,NA,NA,NA,NA,NA,
977,20210809-36-873,8/9/2021,Coscinodiscus,N17,NA,NA,NA,NA,NA,
978,20210809-36-873,8/9/2021,Coscinodiscus,N18,NA,NA,NA,NA,NA,
979,20210809-36-873,8/9/2021,Coscinodiscus,N19,NA,NA,NA,NA,NA,
980,20210809-36-873,8/9/2021,Coscinodiscus,N20,NA,NA,NA,NA,NA,
981,20210809-36-873,8/9/2021,Cylindrospermopsis,N1,NA,NA,NA,NA,NA,
982,20210809-36-873,8/9/2021,Cylindrospermopsis,N2,NA,NA,NA,NA,NA,
983,20210809-36-873,8/9/2021,Cylindrospermopsis,N3,NA,NA,NA,NA,NA,
984,20210809-36-873,8/9/2021,Cylindrospermopsis,N4,NA,NA,NA,NA,NA,
985,20210809-36-873,8/9/2021,Cylindrospermopsis,N5,NA,NA,NA,NA,NA,
986,20210809-36-873,8/9/2021,Cylindrospermopsis,N6,NA,NA,NA,NA,NA,
987,20210809-36-873,8/9/2021,Cylindrospermopsis,N7,NA,NA,NA,NA,NA,
988,20210809-36-873,8/9/2021,Cylindrospermopsis,N8,NA,NA,NA,NA,NA,
989,20210809-36-873,8/9/2021,Cylindrospermopsis,N9,NA,NA,NA,NA,NA,
990,20210809-36-873,8/9/2021,Cylindrospermopsis,N10,NA,NA,NA,NA,NA,
991,20210809-36-873,8/9/2021,Cylindrospermopsis,N11,NA,NA,NA,NA,NA,
992,20210809-36-873,8/9/2021,Cylindrospermopsis,N12,NA,NA,NA,NA,NA,
993,20210809-36-873,8/9/2021,Cylindrospermopsis,N13,NA,NA,NA,NA,NA,
994,20210809-36-873,8/9/2021,Cylindrospermopsis,N14,NA,NA,NA,NA,NA,
995,20210809-36-873,8/9/2021,Cylindrospermopsis,N15,NA,NA,NA,NA,NA,
996,20210809-36-873,8/9/2021,Cylindrospermopsis,N16,NA,NA,NA,NA,NA,
997,20210809-36-873,8/9/2021,Cylindrospermopsis,N17,NA,NA,NA,NA,NA,
998,20210809-36-873,8/9/2021,Cylindrospermopsis,N18,NA,NA,NA,NA,NA,
999,20210809-36-873,8/9/2021,Cylindrospermopsis,N19,NA,NA,NA,NA,NA,
1000,20210809-36-873,8/9/2021,Cylindrospermopsis,N20,NA,NA,NA,NA,NA,
1001,20210809-36-873,8/9/2021,Cymbella,N1,NA,NA,NA,NA,NA,
1002,20210809-36-873,8/9/2021,Cymbella,N2,NA,NA,NA,NA,NA,
1003,20210809-36-873,8/9/2021,Cymbella,N3,NA,NA,NA,NA,NA,
1004,20210809-36-873,8/9/2021,Cymbella,N4,NA,NA,NA,NA,NA,
1005,20210809-36-873,8/9/2021,Cymbella,N5,NA,NA,NA,NA,NA,
1006,20210809-36-873,8/9/2021,Cymbella,N6,NA,NA,NA,NA,NA,
1007,20210809-36-873,8/9/2021,Cymbella,N7,NA,NA,NA,NA,NA,
1008,20210809-36-873,8/9/2021,Cymbella,N8,NA,NA,NA,NA,NA,
1009,20210809-36-873,8/9/2021,Cymbella,N9,NA,NA,NA,NA,NA,
1010,20210809-36-873,8/9/2021,Cymbella,N10,NA,NA,NA,NA,NA,
1011,20210809-36-873,8/9/2021,Cymbella,N11,NA,NA,NA,NA,NA,
1012,20210809-36-873,8/9/2021,Cymbella,N12,NA,NA,NA,NA,NA,
1013,20210809-36-873,8/9/2021,Cymbella,N13,NA,NA,NA,NA,NA,
1014,20210809-36-873,8/9/2021,Cymbella,N14,NA,NA,NA,NA,NA,
1015,20210809-36-873,8/9/2021,Cymbella,N15,NA,NA,NA,NA,NA,
1016,20210809-36-873,8/9/2021,Cymbella,N16,NA,NA,NA,NA,NA,
1017,20210809-36-873,8/9/2021,Cymbella,N17,NA,NA,NA,NA,NA,
1018,20210809-36-873,8/9/2021,Cymbella,N18,NA,NA,NA,NA,NA,
1019,20210809-36-873,8/9/2021,Cymbella,N19,NA,NA,NA,NA,NA,
1020,20210809-36-873,8/9/2021,Cymbella,N20,NA,NA,NA,NA,NA,
1021,20210809-36-873,8/9/2021,Dictyosphaerium,N1,NA,NA,NA,NA,NA,
1022,20210809-36-873,8/9/2021,Dictyosphaerium,N2,NA,NA,NA,NA,NA,
1023,20210809-36-873,8/9/2021,Dictyosphaerium,N3,NA,NA,NA,NA,NA,
1024,20210809-36-873,8/9/2021,Dictyosphaerium,N4,NA,NA,NA,NA,NA,
1025,20210809-36-873,8/9/2021,Dictyosphaerium,N5,NA,NA,NA,NA,NA,
1026,20210809-36-873,8/9/2021,Dictyosphaerium,N6,NA,NA,NA,NA,NA,
1027,20210809-36-873,8/9/2021,Dictyosphaerium,N7,NA,NA,NA,NA,NA,
1028,20210809-36-873,8/9/2021,Dictyosphaerium,N8,NA,NA,NA,NA,NA,
1029,20210809-36-873,8/9/2021,Dictyosphaerium,N9,NA,NA,NA,NA,NA,
1030,20210809-36-873,8/9/2021,Dictyosphaerium,N10,NA,NA,NA,NA,NA,
1031,20210809-36-873,8/9/2021,Dictyosphaerium,N11,NA,NA,NA,NA,NA,
1032,20210809-36-873,8/9/2021,Dictyosphaerium,N12,NA,NA,NA,NA,NA,
1033,20210809-36-873,8/9/2021,Dictyosphaerium,N13,NA,NA,NA,NA,NA,
1034,20210809-36-873,8/9/2021,Dictyosphaerium,N14,NA,NA,NA,NA,NA,
1035,20210809-36-873,8/9/2021,Dictyosphaerium,N15,NA,NA,NA,NA,NA,
1036,20210809-36-873,8/9/2021,Dictyosphaerium,N16,NA,NA,NA,NA,NA,
